Name,Slug,Collection ID,Item ID,Created On,Updated On,Published On,City,State,Website,Twitter,Facebook,Instagram,Resource Type,Short Description,Long Description,Thumbnail
Elevate MeD,elevate-med,5ef8d075b2425a0b87c447c6,5efb5549c8fa0e2711e02c32,Tue Jun 30 2020 15:07:53 GMT+0000 (Coordinated Universal Time),Tue Jun 30 2020 15:07:53 GMT+0000 (Coordinated Universal Time),Tue Jun 30 2020 15:45:04 GMT+0000 (Coordinated Universal Time),,,https://www.elevatemed.org/,,,,,Prioritizing physician workforce diversity. Closing the gap of financial inequity in medical education. Empowering the next generation of physician leaders.,"<p>ElevateMeD, is a 501(c)(3) nonprofit organization managed by a Board of Directors that was developed out of the need to elevate medicine to an ideal where the physician workforce racially and ethnically represents the community served. The cost of medical education in the United States has become prohibitive, distracting bright students from seeking a career in medicine. Medical students from racial and ethnic backgrounds traditionally underrepresented in medicine are facing unprecedented levels of indebtedness, stifling their future career choices. The ElevateMeD Scholars program will provide significant financial assistance to medical students while providing them access to mentorship, leadership training, and financial management education. ElevateMeD Scholars will become the next generation of physician leaders, well poised to continue the cycle of philanthropy and dedication to community. The first set of scholars will be selected in 2020.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5efb55319a346b3164211734_elevatemed.jpg
Movement for Black Lives,movement-for-black-lives,5ef8d075b2425a0b87c447c6,5ef8d19b7e9801a870e8faaf,Sun Jun 28 2020 17:21:31 GMT+0000 (Coordinated Universal Time),Mon Jun 29 2020 21:13:24 GMT+0000 (Coordinated Universal Time),Mon Jun 29 2020 21:57:45 GMT+0000 (Coordinated Universal Time),,,https://m4bl.org/,,,,Non Profit Organizations,A space for Black organizations across the country to debate and discuss the current political conditions.,"<p>The Movement for Black Lives (M4BL) formed in December of 2014, was created as a space for Black organizations across the country to debate and discuss the current political conditions, develop shared assessments of what political interventions were necessary in order to achieve key policy, cultural and political wins, convene organizational leadership in order to debate and co-create a shared movement wide strategy. Under the fundamental idea that we can achieve more together than we can separately.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5efa5973628a04b23d42ddca_The%2BMovement%2Bfor%2BBlack%2BLives.jpg
Know Your Rights Camp,know-your-rights-camp,5ef8d075b2425a0b87c447c6,5ef8d19a6a16c325952d5f37,Sun Jun 28 2020 17:21:30 GMT+0000 (Coordinated Universal Time),Sun Jun 28 2020 23:53:14 GMT+0000 (Coordinated Universal Time),Mon Jun 29 2020 21:57:45 GMT+0000 (Coordinated Universal Time),,,https://www.knowyourrightscamp.com/,,,,Non Profit Organizations,Our mission is to advance the liberation and well-being of Black and Brown communities.,"<p>Our mission is to advance the liberation and well-being of Black and Brown communities through education, self-empowerment, mass-mobilization and the creation of new systems that elevate the next generation of change leaders.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5ef92d6404384b001ace0089_KnowYourRightsCamp.jpg
Father's UpLift,fathers-uplift,5ef8d075b2425a0b87c447c6,5ef8d19a3e683e641a8e885f,Sun Jun 28 2020 17:21:30 GMT+0000 (Coordinated Universal Time),Sun Jun 28 2020 23:53:33 GMT+0000 (Coordinated Universal Time),Mon Jun 29 2020 21:57:45 GMT+0000 (Coordinated Universal Time),Massachusetts,Boston,https://www.fathersuplift.org/,,,,Non Profit Organizations,The country's first mental health and substance abuse treatment facility for fathers and families.,"<p>Fathers’ UpLift works to assist fathers in overcoming barriers (financial, oppressive, emotional, traumatic and addiction-based barriers) that prevent them from remaining engaged in their children’s lives. We also provide mentoring, cultural outings and counseling to children who are growing up without their fathers. We uplift fathers and strengthen families nationwide through service, love, and encouragement.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5ef92d77f54f596b467b0295_FathersUpLift.jpg
Black Leaders Organizing for Communities,black-leaders-organizing-for-communities,5ef8d075b2425a0b87c447c6,5ef8d1990bef5728da1d209f,Sun Jun 28 2020 17:21:29 GMT+0000 (Coordinated Universal Time),Sun Jun 28 2020 18:14:37 GMT+0000 (Coordinated Universal Time),Mon Jun 29 2020 21:57:45 GMT+0000 (Coordinated Universal Time),Milwaukee,Wisconsin,https://www.blocbybloc.org/our-vision,,,,Non Profit Organizations,"We are uniters, working to lift up the Black citizens, leaders, and businesses of our community.","<p>The concerns and needs of the communities we represent always come first. Community-based organizing and face-to-face conversations lead to change. So we listen in order to build transformational, not transactional, relationships.We are uniters, working to lift up the Black citizens, leaders, and businesses of our community. We are transparent in our work to ensure the community we advocate for can hold us accountable.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5ef8de0c85b43557a2ee97e5_BLOC.jpg
Black Lives Matter DC,black-lives-matter-dc,5ef8d075b2425a0b87c447c6,5ef8d199abedb09bdc895133,Sun Jun 28 2020 17:21:29 GMT+0000 (Coordinated Universal Time),Sun Jun 28 2020 18:18:59 GMT+0000 (Coordinated Universal Time),Mon Jun 29 2020 21:57:45 GMT+0000 (Coordinated Universal Time),Washington D.C.,Washington D.C.,http://www.blacklivesmatterdmv.org/,,,,Non Profit Organizations,#BlackLivesMatter was founded in 2013 in response to the acquittal of Trayvon Martin’s murderer.,"<p>Black Lives Matter Foundation, Inc is a global organization in the US, UK, and Canada, whose mission is to eradicate white supremacy and build local power to intervene in violence inflicted on Black communities by the state and vigilantes. By combating and countering acts of violence, creating space for Black imagination and innovation, and centering Black joy, we are winning immediate improvements in our lives.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5ef8df1185b435b82aee9ac0_BLM%20DC.png
BOLD,bold,5ef8d075b2425a0b87c447c6,5ef8d1999bb1bad34dd05ea9,Sun Jun 28 2020 17:21:29 GMT+0000 (Coordinated Universal Time),Mon Jun 29 2020 21:14:59 GMT+0000 (Coordinated Universal Time),Mon Jun 29 2020 21:57:45 GMT+0000 (Coordinated Universal Time),New Market,Tennessee,https://boldorganizing.org/,,,,Non Profit Organizations,BOLD is a national training intermediary focused on transforming the practice of Black organizers.,"<p>BOLD (Black Organizing for Leadership and Dignity) is a national training intermediary focused on transforming the practice of Black organizers in the US to increase their alignment, impact and sustainability to win progressive change. BOLD carries out its mission through training programs, coaching and technical assistance for BOLD alumni and partners.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5efa59d21fc7e76c520b69e0_BOLD.png
Black Lives Matter Nashville,black-lives-matter-nashville,5ef8d075b2425a0b87c447c6,5ef8d198dc4b9d197b4b3511,Sun Jun 28 2020 17:21:28 GMT+0000 (Coordinated Universal Time),Sun Jun 28 2020 23:54:43 GMT+0000 (Coordinated Universal Time),Mon Jun 29 2020 21:57:45 GMT+0000 (Coordinated Universal Time),Nashville,Tennessee,https://blacklivesmatternashville.wordpress.com/,,,,Non Profit Organizations,#BlackLivesMatter was founded in 2013 in response to the acquittal of Trayvon Martin’s murderer.,"<p>Black Lives Matter Foundation, Inc is a global organization in the US, UK, and Canada, whose mission is to eradicate white supremacy and build local power to intervene in violence inflicted on Black communities by the state and vigilantes. By combating and countering acts of violence, creating space for Black imagination and innovation, and centering Black joy, we are winning immediate improvements in our lives.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5ef92dbf3a433a5e5447211d_BLMAnywhere.png
Black Lives Matter Memphis,black-lives-matter-memphis,5ef8d075b2425a0b87c447c6,5ef8d1989bb1ba7dbed05ea8,Sun Jun 28 2020 17:21:28 GMT+0000 (Coordinated Universal Time),Mon Jun 29 2020 17:20:55 GMT+0000 (Coordinated Universal Time),Mon Jun 29 2020 21:57:45 GMT+0000 (Coordinated Universal Time),Memphis,Tennessee,http://www.blacklivesmattermemphis.org/,,,,Non Profit Organizations,#BlackLivesMatter was founded in 2013 in response to the acquittal of Trayvon Martin’s murderer.,"<p>Black Lives Matter Foundation, Inc is a global organization in the US, UK, and Canada, whose mission is to eradicate white supremacy and build local power to intervene in violence inflicted on Black communities by the state and vigilantes. By combating and countering acts of violence, creating space for Black imagination and innovation, and centering Black joy, we are winning immediate improvements in our lives.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5efa22f58f8a178101be9942_BLM%20Memphis.png
The People's Solidarity Society,the-peoples-solidarity-society,5ef8d075b2425a0b87c447c6,5ef8d198e576e5a0c761b3ba,Sun Jun 28 2020 17:21:28 GMT+0000 (Coordinated Universal Time),Sun Jun 28 2020 23:55:46 GMT+0000 (Coordinated Universal Time),Mon Jun 29 2020 21:57:45 GMT+0000 (Coordinated Universal Time),Charleston,South Carolina,https://www.facebook.com/pg/PeoplesSolidaritySociety/about/?ref=page_internal,,,,Non Profit Organizations,"The IWW is a worker-led union dedicated to direct action, workplace democracy, and industrial unionism.","<p>The IWW is a worker-led union dedicated to direct action, workplace democracy, and industrial unionism.We want our workplaces run for the benefit of workers and their communities rather than for a handful of bosses.IWW members are organizing to win better conditions today and to build a better world tomorrow.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5ef92dfbc7afd001e686e28f_PeoplesSolidaritySociety.jpg
Black Lives Matter Oklahoma City,black-lives-matter-oklahoma-city,5ef8d075b2425a0b87c447c6,5ef8d1985ca008f997e865c8,Sun Jun 28 2020 17:21:28 GMT+0000 (Coordinated Universal Time),Mon Jun 29 2020 21:53:11 GMT+0000 (Coordinated Universal Time),Mon Jun 29 2020 21:57:45 GMT+0000 (Coordinated Universal Time),Oklahoma City,Oklahoma,https://www.facebook.com/blacklivesmatterokc/,,,,Non Profit Organizations,#BlackLivesMatter was founded in 2013 in response to the acquittal of Trayvon Martin’s murderer.,"<p>Black Lives Matter Foundation, Inc is a global organization in the US, UK, and Canada, whose mission is to eradicate white supremacy and build local power to intervene in violence inflicted on Black communities by the state and vigilantes. By combating and countering acts of violence, creating space for Black imagination and innovation, and centering Black joy, we are winning immediate improvements in our lives.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5ee58bae921007b552f4c6ce_Black%20lives%20matter.png
Black Lives Matter Wilmington,black-lives-matter-wilmington,5ef8d075b2425a0b87c447c6,5ef8d197e576e5773d61b3b9,Sun Jun 28 2020 17:21:27 GMT+0000 (Coordinated Universal Time),Mon Jun 29 2020 17:22:13 GMT+0000 (Coordinated Universal Time),Mon Jun 29 2020 21:57:45 GMT+0000 (Coordinated Universal Time),Wilmington,North Carolina,https://www.facebook.com/BLMILM/,,,,Non Profit Organizations,#BlackLivesMatter was founded in 2013 in response to the acquittal of Trayvon Martin’s murderer.,"<p>Black Lives Matter Foundation, Inc is a global organization in the US, UK, and Canada, whose mission is to eradicate white supremacy and build local power to intervene in violence inflicted on Black communities by the state and vigilantes. By combating and countering acts of violence, creating space for Black imagination and innovation, and centering Black joy, we are winning immediate improvements in our lives.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5efa2330985304540c5df90f_Black_Lives_Matter_logo.svg.png
Communities United for Police Reform,communities-united-for-police-reform,5ef8d075b2425a0b87c447c6,5ef8d1976a16c32c422d5f36,Sun Jun 28 2020 17:21:27 GMT+0000 (Coordinated Universal Time),Mon Jun 29 2020 17:23:43 GMT+0000 (Coordinated Universal Time),Mon Jun 29 2020 21:57:45 GMT+0000 (Coordinated Universal Time),New York,New York,https://www.changethenypd.org/,,,,Non Profit Organizations,CPR is an unprecedented campaign that is working to end discriminatory policing in New York.,"<p>Communities United for Police Reform (CPR) is an unprecedented campaign that is working to end discriminatory policing in New York. We are advancing policies that protect the safety and rights of all New Yorkers to create true community safety. We are in the courts fighting to hold police accountable for violating New Yorkers' constitutional rights. We are training communities to know their rights and to observe and document police abuse. We engage in strategic direct action, organizing and civic engagement to build the power of communities most impacted by abusive policing. And we are in Albany and at City Hall demanding law and policy changes that advance police accountability to improve safety for communities.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5efa239d8f8a173df8be9d29_Communities%20for%20united%20police%20reform.jpg
Brooklyn Movement Center,brooklyn-movement-center,5ef8d075b2425a0b87c447c6,5ef8d1972152ab0533a4857a,Sun Jun 28 2020 17:21:27 GMT+0000 (Coordinated Universal Time),Mon Jun 29 2020 21:48:05 GMT+0000 (Coordinated Universal Time),Mon Jun 29 2020 21:57:45 GMT+0000 (Coordinated Universal Time),Brooklyn,New York,http://brooklynmovementcenter.org/police-accountability/,,,,Non Profit Organizations,We work on short and long-term solutions that address the culture of policing.,"<p>Police accountability work in New York City is shaped by almost daily events and headlines. BMC maintains the ability to respond rapidly – through direct action and media commentary – to issues and police actions that affect members of the Central Brooklyn community. At the same time, we work on long-term solutions that address the culture of policing and the policies that enforce it.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5ef92f27bad868ce9a513167_NewBrooklynMovementCenter_Logo_Color.png
Legal Aid Society - Cop Accountability Project,legal-aid-society-cop-accountability-project,5ef8d075b2425a0b87c447c6,5ef8d1975f1c0a2246738da0,Sun Jun 28 2020 17:21:27 GMT+0000 (Coordinated Universal Time),Mon Jun 29 2020 17:26:10 GMT+0000 (Coordinated Universal Time),Mon Jun 29 2020 21:57:45 GMT+0000 (Coordinated Universal Time),New York,New York,https://legalaidnyc.org/programs-projects-units/the-cop-accountability-project/,,,,Non Profit Organizations,CAP empowers organizations and communities across New York City to hold police officers accountable for human rights violations.,"<p>The Cop Accountability Project (CAP) empowers organizations and communities across New York City to hold police officers accountable for human rights violations. The CAP project runs a database that tracks police misconduct in New York City and is used by public defense, civil rights, and human rights organizations.  The database has become a national model for defenders collecting police misconduct materials.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5efa2431cd0be18298b182d5_LAS.png
Make the Road New York,make-the-road-new-york,5ef8d075b2425a0b87c447c6,5ef8d1974d7d9d3c15927250,Sun Jun 28 2020 17:21:27 GMT+0000 (Coordinated Universal Time),Mon Jun 29 2020 17:26:54 GMT+0000 (Coordinated Universal Time),Mon Jun 29 2020 21:57:45 GMT+0000 (Coordinated Universal Time),Brooklyn,New York,https://maketheroadny.org/issue/policing-and-criminal-justice/,,,,Non Profit Organizations,Make the Road New York leads the way to ending the over-policing and brutality that target our communities,"<p>Make the Road New York leads the way to ending the over-policing and brutality that target our communities. We’ve led coalitions that have won victories impacting millions of New Yorkers, like the passage of the Community Safety Act, which dramatically reined in biased “stop and frisk” policing. Our approaches serve as a model for cities across the country.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5efa245ad09efb8c08b2f31b_maketheroadny.png
Audre Lorde Project,audre-lorde-project,5ef8d075b2425a0b87c447c6,5ef8d1962152abe88ea48579,Sun Jun 28 2020 17:21:26 GMT+0000 (Coordinated Universal Time),Sun Jun 28 2020 18:14:04 GMT+0000 (Coordinated Universal Time),Mon Jun 29 2020 21:57:45 GMT+0000 (Coordinated Universal Time),Brooklyn,New York,https://alp.org/,,,,Non Profit Organizations,"The Audre Lorde Project is a Lesbian, Gay, Bisexual, Two Spirit, Trans and Gender Non Conforming People of Color center for community organizing.","<p>The Audre Lorde Project is a Lesbian, Gay, Bisexual, Two Spirit, Trans and Gender Non Conforming People of Color center for community organizing, focusing on the New York City area. Through mobilization, education and capacity-building, we work for community wellness and progressive social and economic justice. Committed to struggling across differences, we seek to responsibly reflect, represent and serve our various communities.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5ef8dde7a8f839615de8ba5a_images.jpeg
Alliance of Families for Justice,alliance-of-families-for-justice,5ef8d075b2425a0b87c447c6,5ef8d1950f5e294e5735581b,Sun Jun 28 2020 17:21:25 GMT+0000 (Coordinated Universal Time),Sun Jun 28 2020 18:09:11 GMT+0000 (Coordinated Universal Time),Mon Jun 29 2020 21:57:45 GMT+0000 (Coordinated Universal Time),New York,New York,https://afj-ny.org/,,,,Non Profit Organizations,The Alliance of Families for Justice seeks to end mass incarceration by empowering the formerly incarcerated and their families.,"<p>Those in power fought back through an era of mass incarceration. The United States now incarcerates more of its citizens than any other nation. A strong civil rights stand is needed again in the 21st century to reclaim past victories. Executive Director Soffiyah Elijah, a defender of the human rights for the last 35 years, launched The Alliance of Families of Justice in 2016 as the bridge to a modern era of civil rights. Technology doesn't make civil rights tactics obsolete. Nothing replaces the human spirit of people coming together for justice. But technological advances can amplify our voice and multiply our impact. This is the unique strategy of the Alliance of Families for Justice.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5ef8dcc6b2425a4e84c4642f_Alliance%20of%20Families%20for%20justice.jpg
Brooklyn Bail Fund,brooklyn-bail-fund,5ef8d075b2425a0b87c447c6,5ef8d195e576e55d0a61b3b8,Sun Jun 28 2020 17:21:25 GMT+0000 (Coordinated Universal Time),Mon Jun 29 2020 21:22:09 GMT+0000 (Coordinated Universal Time),Mon Jun 29 2020 21:57:45 GMT+0000 (Coordinated Universal Time),Brooklyn,New York,https://brooklynbailfund.org/about-us,,,,Non Profit Organizations,Brooklyn Community Bail Fund secures the freedom of New Yorkers who would otherwise be detained pretrial due to their poverty alone.,"<p>Brooklyn Community Bail Fund secures the freedom of New Yorkers who would otherwise be detained pretrial due to their poverty alone. We are committed to challenging the criminalization of race, poverty and immigration status, the practice of putting a price on fundamental rights, and the persistent myth that bail is a necessary element of the justice system.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5efa5a639a74589cd9db37f1_Brooklyn%2BCommunity%2BBail%2BFund(white)-formatted.png
Black Lives Matter New York,black-lives-matter-new-york,5ef8d075b2425a0b87c447c6,5ef8d19593ee3a30d4802b20,Sun Jun 28 2020 17:21:25 GMT+0000 (Coordinated Universal Time),Mon Jun 29 2020 21:18:08 GMT+0000 (Coordinated Universal Time),Mon Jun 29 2020 21:57:45 GMT+0000 (Coordinated Universal Time),New York,New York,https://www.blacklivesmattergreaterny.com/,,,,Non Profit Organizations,#BlackLivesMatter was founded in 2013 in response to the acquittal of Trayvon Martin’s murderer.,"<p>Black Lives Matter Foundation, Inc is a global organization in the US, UK, and Canada, whose mission is to eradicate white supremacy and build local power to intervene in violence inflicted on Black communities by the state and vigilantes. By combating and countering acts of violence, creating space for Black imagination and innovation, and centering Black joy, we are winning immediate improvements in our lives.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5efa5a8e15dc406479f3eee0_BLM%20NY.jpg
Diffevelopment,diffevelopment,5ef8d075b2425a0b87c447c6,5ef8d195abedb02419895132,Sun Jun 28 2020 17:21:25 GMT+0000 (Coordinated Universal Time),Mon Jun 29 2020 21:19:21 GMT+0000 (Coordinated Universal Time),Mon Jun 29 2020 21:57:45 GMT+0000 (Coordinated Universal Time),Montclair,New Jersey,https://www.diffvelopment.org/#whoweare,,,,Non Profit Organizations,Addressing the lack of black generational wealth through culturally specific entrepreneurial and financial education.,"<p>We envision a world where people of African descent view themselves as part of a collective global community that is empowered and responsible for identifying, defining and solving its own socioeconomic issues through entrepreneurship, wealth building and philanthropy.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5efa5ad7da1b7e5013a4a86f_Diffvelopment.png
Anti Poverty Network of NJ,anti-poverty-network-of-nj,5ef8d075b2425a0b87c447c6,5ef8d194307f5ca96c2b3b75,Sun Jun 28 2020 17:21:24 GMT+0000 (Coordinated Universal Time),Sun Jun 28 2020 18:11:10 GMT+0000 (Coordinated Universal Time),Mon Jun 29 2020 21:57:45 GMT+0000 (Coordinated Universal Time),Bordentown,New Jersey,http://www.antipovertynetwork.org/,,,,Non Profit Organizations,"APN is a diverse and growing network focused on preventing, reducing, and ending poverty in New Jersey.","<p>The Anti-Poverty Network of New Jersey (APN) is a diverse and growing network focused on preventing, reducing, and ending poverty in New Jersey. Poverty impacts all aspects of society, and therefore all interested partners are welcomed to join and to participate in our collaborative change efforts. Through focus on empowerment of all anti-poverty stakeholders, from individuals to organizations, the network focuses on systemic change that can truly advance the fight against poverty.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5ef8dd3cb1675b574ecfd775_APN.jpg
