Name,Slug,Collection ID,Item ID,Created On,Updated On,Published On,Category,Platform,Short description,Long description,Thumbnail,Resource Type,External Link
Miss Virginia,miss-virginia,5eed60bdad8dd5387181c3ad,5eed616e55d2bc1e1ef7ed49,Sat Jun 20 2020 01:07:58 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 04:46:07 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 05:03:10 GMT+0000 (Coordinated Universal Time),Movie,Netflix,A struggling inner-city mother sacrifices everything to give her son a good education.,"<p>A struggling inner-city mother sacrifices everything to give her son a good education. Unwilling to allow her son to stay in a dangerous school, she launches a movement that could save his future - and that of thousands like him.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5eed751603e9b13520f3668f_missvirginia.jpeg,Watch,https://www.youtube.com/watch?v=Keh3VBOUa0o
Malcolm X,malcolm-x,5eed60bdad8dd5387181c3ad,5eed616eb6da210a9625e8c3,Sat Jun 20 2020 01:07:58 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 04:45:49 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 05:03:10 GMT+0000 (Coordinated Universal Time),Movie,Netflix,The extraordinary life of Malcolm X,"<p>Spike Lee's epic drama spans the extraordinary life of activist Malcolm X, whose relentless advocacy for Black liberation made him a humanitarian icon.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5eed750a266234866f6bb8a5_malcolmX.jpeg,Watch,https://www.youtube.com/watch?v=6FtH94TiL0I
Luke Cage,luke-cage,5eed60bdad8dd5387181c3ad,5eed616ec238d6a1f056bcdc,Sat Jun 20 2020 01:07:58 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 04:45:19 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 05:03:10 GMT+0000 (Coordinated Universal Time),Show,Netflix,A sabotaged experiment gives Luke Cage super strength and unbreakable skin.,"<p>When a sabotaged experiment gives him super strength and unbreakable skin, Luke Cage becomes a fugitive attempting to rebuild his life in Harlem and must soon confront his past and fight a battle for the heart of his city.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5eed74ffbe3ccd4624aa660a_lukecage.jpeg,Watch,https://www.netflix.com/watch/80002537?source=35
Let It Fall,let-it-fall,5eed60bdad8dd5387181c3ad,5eed616d1a7e956f8ac4d1ef,Sat Jun 20 2020 01:07:57 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 04:44:47 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 05:03:10 GMT+0000 (Coordinated Universal Time),Documentary,Netflix,An in-depth look at Los Angeles culture ten years leading up to the Rodney King Riots.,<p>An in-depth look at the culture of Los Angeles in the ten years leading up to the 1992 uprising that erupted after the verdict of police officers cleared of beating Rodney King.</p>,https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5eed74ece9cf275216e5c77a_letitfall.jpg,Watch,https://www.youtube.com/watch?v=j96sTP8-wKk
LA 92,la-92,5eed60bdad8dd5387181c3ad,5eed616d1a7e955fdac4d1ee,Sat Jun 20 2020 01:07:57 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 04:44:14 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 05:03:10 GMT+0000 (Coordinated Universal Time),Documentary,Netflix,Filmmakers examine rarely seen footage of the Rodney King Riots,"<p>Twenty-five years after the verdict in the Rodney King trial sparked several days of protests, violence and looting in Los Angeles, filmmakers examine that tumultuous period through rarely seen archival footage.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5eed74e1ea709db3ae600a5e_LA92.jpeg,Watch,https://www.youtube.com/watch?v=gZbgHK62nsA
Jewel's Catch One,jewels-catch-one,5eed60bdad8dd5387181c3ad,5eed616d1f55f8098c49072d,Sat Jun 20 2020 01:07:57 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 04:43:54 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 05:03:10 GMT+0000 (Coordinated Universal Time),Movie,Netflix,"The legacy of a legendary Los Angeles nightclub, Catch One, and the life-changing impact of its owner, Jewel Thais-Williams.","<p>JEWEL'S CATCH ONE directed by filmmaker C. Fitz celebrates the legacy of a legendary Los Angeles nightclub, Catch One, and the life-changing impact its owner, Jewel Thais-Williams, had on her community breaking down racial and cultural barriers and building the oldest black-owned disco in America. Jewel's story celebrates music, fashion, celebrities and activism that helped changed the course of our country. (C. Fitz)</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5eed74cd75d5b756d3c3f85c_jewelscatchone.jpg,Watch,https://www.netflix.com/watch/80990829?source=35
Imperial Dreams,imperial-dreams,5eed60bdad8dd5387181c3ad,5eed616cce045b74a7c0a498,Sat Jun 20 2020 01:07:56 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 04:43:31 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 05:03:10 GMT+0000 (Coordinated Universal Time),Movie,Netflix,A reformed gangster's devotion to his family is put to the test,"<p>A 21-year-old reformed gangster's devotion to his family and his future is put to the test when he is released from prison and returns to his old stomping grounds in Watts, Los Angeles.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5eed74c3c8f0be48e73f3736_imperial%20dreams.jpeg,Watch,https://www.netflix.com/watch/70301279?source=35
Homecoming,homecoming,5eed60bdad8dd5387181c3ad,5eed616c5a3c8e5b47897e61,Sat Jun 20 2020 01:07:56 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 04:50:59 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 05:03:10 GMT+0000 (Coordinated Universal Time),Live Recording,Netflix,Beyonce's 2018 Coachella performance,"<p>This intimate, in-depth look at Beyonce's celebrated 2018 Coachella performance reveals the emotional road from creative concept to cultural movement.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5eed74b51c86f261915ab0b0_Homecoming.jpeg,Watch,https://www.netflix.com/watch/81013626?source=35
Get on the Bus,get-on-the-bus,5eed60bdad8dd5387181c3ad,5eed616c1f55f856c149072c,Sat Jun 20 2020 01:07:56 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 04:42:45 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 05:03:10 GMT+0000 (Coordinated Universal Time),Movie,Netflix,"A disparate group of African-American men travel by bus to Washington, DC for the Million Man March.","<p>A disparate group of African-American men travel by bus to Washington, DC for the Million Man March. The film was directed by Spike Lee and premiered on the one-year anniversary of the March.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5eed746b5199930b339152ce_getonthebus.jpg,Watch,https://www.netflix.com/watch/60004107?source=35
Bobby Kennedy for President,bobby-kennedy-for-president,5eed60bdad8dd5387181c3ad,5eed616be1641743c19576df,Sat Jun 20 2020 01:07:55 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 04:42:19 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 05:03:10 GMT+0000 (Coordinated Universal Time),Documentary,Netflix,"Rare, exclusive footage of presidential candidate Robert F. Kennedy in the 1960s.","<p>This four-part documentary series weaves together rare and exclusive footage of attorney general, U.S. senator, and presidential candidate Robert F. Kennedy in the 1960s.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5eed745a4693152eeddfdaed_BobbyKennedy.jpeg,Watch,https://www.netflix.com/watch/80174282?source=35
Becoming,becoming,5eed60bdad8dd5387181c3ad,5eed616b4206dd478d651e6b,Sat Jun 20 2020 01:07:55 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 04:41:34 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 05:03:10 GMT+0000 (Coordinated Universal Time),Documentary,Netflix,An intimate documentary of Michelle Obama's life.,"<p>Join former first lady Michelle Obama in an intimate documentary looking at her life, hopes and connection with others during her 2019 book tour for 'Becoming.' (IMDb)</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5eed743326623470536bb756_Becoming.jpg,Watch,https://www.netflix.com/watch/81122487?source=35
Barry,barry,5eed60bdad8dd5387181c3ad,5eed616bc3e2981e09dd6309,Sat Jun 20 2020 01:07:55 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 04:41:02 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 05:03:10 GMT+0000 (Coordinated Universal Time),Documentary,Netflix,A look into the early life of U.S. President Barack Obama.,"<p>A look at the early life of Barack Obama. Before he became President of the United States, he was one of the few black students at Columbia University NY in the early 80's. Faced with judgmental and racist opinions all around him, he tries to find his place in the world. (IMDb)</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5eed73d4be3ccd2165aa5782_Barry.jpeg,Watch,http://Netflix.com
All Day and A Night,all-day-and-a-night,5eed60bdad8dd5387181c3ad,5eed616b6d85f35b6b435489,Sat Jun 20 2020 01:07:55 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 04:40:31 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 05:03:10 GMT+0000 (Coordinated Universal Time),Movie,Netflix,A young man who committed a homicide deals with the repercussions of his action.,"<p>As soft-spoken Jahkor Abraham Lincoln (Ashton Sanders) struggles to keep his dream of rapping alive amidst a gang war in Oakland, his ill-fated life and real-world responsibilities drive him further and further across the line of right and wrong with tragic consequences. Landing in prison beside his father, J.D. (Jeffrey Wright) whom he never wanted to be like, Jahkor embarks on an unlikely journey of self-discovery, exploring the events that unite them, in hopes of helping his newborn son break a cycle that feels unavoidable. A powerful film from Black Panther co-writer Joe Robert Cole, ALL DAY AND A NIGHT co-stars Isaiah John, Kelly Jenrette, Shakira Ja'Nai Paye, Regina Taylor, Christopher Meyer and Yahya Abdul-Mateen II. (Written by Netflix)</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5eed73c525f2974332d94924_alldayandnight.jpeg,Watch,https://www.netflix.com/watch/80226923?source=35
#BlackAF,blackaf,5eed60bdad8dd5387181c3ad,5eed616b483ffcec78a031a2,Sat Jun 20 2020 01:07:55 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 04:40:08 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 05:03:10 GMT+0000 (Coordinated Universal Time),Show,Netflix,An American sitcom created by Kenya Barris,"<p>#blackAF uncovers the messy, unfiltered, and often hilarious world of what it means to be a 'new money' black family trying to 'get it right' in a modern world where 'right' is no longer a fixed concept.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5eed73b43a2b7bfb0039713f_blackaf.jpeg,Watch,https://www.netflix.com/watch/81056700?source=35
When They See Us (Ava DuVernay),when-they-see-us-ava-duvernay,5eed60bdad8dd5387181c3ad,5eed616a3ccde07870851220,Sat Jun 20 2020 01:07:54 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 04:39:42 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 05:03:10 GMT+0000 (Coordinated Universal Time),Documentary,Netflix,Five teens from Harlem become trapped in a nightmare when they're falsely accused of a brutal attack in Central Park.,<p>Five teens from Harlem become trapped in a nightmare when they're falsely accused of a brutal attack in Central Park. Based on the true story.</p>,https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5eed7399bfcf6afced3d6b17_whentheyseeus.jpg,Watch,https://www.netflix.com/title/80200549
The Hate U Give (George Tillman Jr.),the-hate-u-give-george-tillman-jr,5eed60bdad8dd5387181c3ad,5eed616aa3f127198d94ba74,Sat Jun 20 2020 01:07:54 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 04:39:09 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 05:03:10 GMT+0000 (Coordinated Universal Time),Movie,Hulu with Cinemax,"Starr witnesses the fatal shooting of her best friend. Now, facing pressure from all sides of the community, Starr must find her voice and stand up for what's right.","<p>Starr Carter is constantly switching between two worlds: the poor, mostly black, neighborhood where she lives and the rich, mostly white, prep school she attends. The uneasy balance between these worlds is shattered when Starr witnesses the fatal shooting of her childhood best friend Khalil at the hands of a police officer. Now, facing pressures from all sides of the community, Starr must find her voice and stand up for what's right. THE HATE U GIVE is based on the critically acclaimed New York Times bestseller by Angie Thomas and stars Amandla Stenberg as Starr, with Russell Hornsby, Regina Hall, Common, Anthony Mackie and Issa Rae. (Rotten Tomatoes)</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5eed737d46931595c5dfd9b0_thehateugive.jpg,Watch,https://www.amazon.com/gp/video/detail/amzn1.dv.gti.60b31e2f-ebfe-052d-6640-02d79a4f4b68?autoplay=1&ref_=atv_cf_strg_wb
The Black Panthers: Vanguard of the Revolution,the-black-panthers-vanguard-of-the-revolution,5eed60bdad8dd5387181c3ad,5eed616a6d85f3323b435488,Sat Jun 20 2020 01:07:54 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 04:38:44 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 05:03:10 GMT+0000 (Coordinated Universal Time),Documentary,Available to rent,"This documentary tells the rise and fall of the Black Panther Party, one of the 20th century's most alluring and controversial organizations that captivated the world's attention for nearly 50 years.","<p>This documentary tells the rise and fall of the Black Panther Party, one of the 20th century's most alluring and controversial organizations that captivated the world's attention for nearly 50 years.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5eed736f26623448846bb636_Theblackpanthers.jpg,Watch,https://www.amazon.com/gp/video/detail/amzn1.dv.gti.8ea9f708-4da6-8d51-f845-5d3275294ccd?autoplay=1&ref_=atv_cf_strg_wb
Selma (Ava DuVernay),selma-ava-duvernay,5eed60bdad8dd5387181c3ad,5eed61697ee95e63d2fd92e2,Sat Jun 20 2020 01:07:53 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 04:38:17 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 05:03:10 GMT+0000 (Coordinated Universal Time),Movie,Available to rent,"A chronicle of Dr. Martin Luther King, Jr.'s campaign to secure equal voting rights via an epic march from Selma to Montgomery, Alabama, in 1965.","<p>SELMA is the story of a movement. The film chronicles the tumultuous three-month period in 1965, when Dr. Martin Luther King, Jr. led a dangerous campaign to secure equal voting rights in the face of violent opposition. The epic march from Selma to Montgomery culminated in President Johnson (Tom Wilkinson) signing the Voting Rights Act of 1965, one of the most significant victories for the civil rights movement. Director Ava DuVernays SELMA tells the real story of how the revered leader and visionary Dr. Martin Luther King Jr. (David Oyelowo) and his brothers and sisters in the movement prompted change that forever altered history. (Rotten Tomatoes)</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5eed734c0be604edfb47bdf1_Selma.jpg,Watch,https://www.youtube.com/watch?v=Abkka8Vf2_M
See You Yesterday (Stefon Bristol),see-you-yesterday-stefon-bristol,5eed60bdad8dd5387181c3ad,5eed6169f60943aed396ec61,Sat Jun 20 2020 01:07:53 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 04:37:34 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 05:03:10 GMT+0000 (Coordinated Universal Time),Movie,Netflix,"Two Brooklyn teenage prodigies, C.J. Walker and Sebastian Thomas, build makeshift time machines to save C.J.'s brother, Calvin, from being wrongfully killed by a police officer.","<p>High school best friends and science prodigies C.J. and Sebastian spend every spare minute working on their latest homemade invention: backpacks that enable time travel. But when C.J.'s older brother Calvin dies after an encounter with police officers, the young duo decide to put their unfinished tech to use in a desperate bid to save Calvin. From director Stefon Bristol and producer Spike Lee comes See You Yesterday, a sci-fi adventure grounded in familial love, cultural divides and the universal urge to change the wrongs of the past. (Rotten Tomatoes)</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5eed733701ebfa470979ee6c_seeyouyesterday.jpg,https://www.netflix.com/watch/80216758?source=35,http://Watch
King In The Wilderness,king-in-the-wilderness,5eed60bdad8dd5387181c3ad,5eed6169395d92417bd841f3,Sat Jun 20 2020 01:07:53 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 04:37:10 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 05:03:10 GMT+0000 (Coordinated Universal Time),Documentary,HBO,"A look at the final years in the life of Martin Luther King, Jr.","<p>The documentary chronicles the final chapters of Dr. Martin Luther King, Jr.'s life, revealing a conflicted leader who faced an onslaught of criticism from both sides of the political spectrum. While the Black Power movement saw his nonviolence as weakness, and President Lyndon B. Johnson saw his anti-Vietnam War speeches as irresponsible, Dr. King's unyielding belief in peaceful protest became a testing point for a nation on the brink of chaos. (Rotten Tomatoes)</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5eed7326e9cf2741aee5c579_King_in_the_Wilderness.png,Watch,https://www.youtube.com/watch?v=KZf5G7hB64w
Just Mercy (Destin Daniel Cretton),just-mercy-destin-daniel-cretton,5eed60bdad8dd5387181c3ad,5eed616948c8c41cede53bcd,Sat Jun 20 2020 01:07:53 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 04:36:49 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 05:03:10 GMT+0000 (Coordinated Universal Time),Movie,Available to rent,World-renowned civil rights defense attorney Bryan Stevenson works to free a wrongly condemned death row prisoner.,"<p>A powerful and thought-provoking true story, ""Just Mercy"" follows young lawyer Bryan Stevenson (Jordan) and his history-making battle for justice. After graduating from Harvard, Bryan had his pick of lucrative jobs. Instead, he heads to Alabama to defend those wrongly condemned or who were not afforded proper representation, with the support of local advocate Eva Ansley (Larson). One of his first, and most incendiary, cases is that of Walter McMillian (Foxx), who, in 1987, was sentenced to die for the notorious murder of an 18-year-old girl, despite a preponderance of evidence proving his innocence and the fact that the only testimony against him came from a criminal with a motive to lie. In the years that follow, Bryan becomes embroiled in a labyrinth of legal and political maneuverings and overt and unabashed racism as he fights for Walter, and others like him, with the odds-and the system-stacked against them. (Rotten Tomatoes)</p>",,Watch,https://www.youtube.com/watch?v=q7MxXxFu6fI
If Beale Street Could Talk (Barry Jenkins),if-beale-street-could-talk-barry-jenkins,5eed60bdad8dd5387181c3ad,5eed6169cb5030d2cb1a4ee3,Sat Jun 20 2020 01:07:53 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 04:36:27 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 05:03:10 GMT+0000 (Coordinated Universal Time),Movie,Hulu,A young woman embraces her pregnancy while she and her family set out to prove her childhood friend and lover innocent of a crime he didn't commit.,"<p>Set in early-1970s Harlem, If Beale Street Could Talk is a timeless and moving love story of both a couple's unbreakable bond and the African-American family's empowering embrace, as told through the eyes of 19-year-old Tish Rivers (screen newcomer KiKi Layne). A daughter and wife-to-be, Tish vividly recalls the passion, respect and trust that have connected her and her artist fiancé Alonzo Hunt, who goes by the nickname Fonny (Stephan James). Friends since childhood, the devoted couple dream of a future together but their plans are derailed when Fonny is arrested for a crime he did not commit. Through the unique intimacy and power of cinema, If Beale Street Could Talk honors the author's prescient words and imagery, charting the emotional currents navigated in an unforgiving and racially biased world as the filmmaker poetically crosses time frames to show how love and humanity endure. (Rotten Tomatoes)</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5eed730d567ecc00a3837c25_ifbealestreetcouldtalk.jpeg,Watch,https://www.youtube.com/watch?v=-Wo51Yy0fyI
I Am Not Your Negro (James Baldwin),i-am-not-your-negro-james-baldwin,5eed60bdad8dd5387181c3ad,5eed61683851820b9dd2157f,Sat Jun 20 2020 01:07:52 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 04:36:01 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 05:03:10 GMT+0000 (Coordinated Universal Time),Documentary,Available to rent or on Kanopy,"Writer James Baldwin tells the story of race in modern America with his unfinished novel, Remember This House.","<p>I Am Not Your Negro is a 2016 documentary film directed by Raoul Peck, based on James Baldwin's unfinished manuscript Remember This House. Narrated by actor Samuel L. Jackson, the film explores the history of racism in the United States through Baldwin's reminiscences of civil rights leaders Medgar Evers, Malcolm X, and Martin Luther King Jr., as well as his personal observations of American history. (Wikipedia)</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5eed716751999386b8914f3c_notyournegro.jpg,Watch,https://www.youtube.com/watch?v=VXfzFh0eBZQ
Fruitvale Station (Ryan Coogler),fruitvale-station-ryan-coogler,5eed60bdad8dd5387181c3ad,5eed616809ee43ea6baf61a2,Sat Jun 20 2020 01:07:52 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 04:35:27 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 05:03:10 GMT+0000 (Coordinated Universal Time),Movie,Available to rent,"The story of Oscar Grant III, who crosses paths with friends, enemies, family, and strangers on the last day of 2008.","<p>Fruitvale Station is a 2013 American biographical drama film written and directed by Ryan Coogler. It is Coogler's feature directorial debut and is based on the events leading to the death of Oscar Grant, a young man who was killed in 2009 by BART police officer Johannes Mehserle at the Fruitvale district station of the Bay Area Rapid Transit (BART) system in Oakland.The film stars Michael B. Jordan as Oscar Grant with Kevin Durand and Chad Michael Murray playing the two BART police officers involved in Grant's death, although their names were changed for the film. Melonie Diaz, Ahna O'Reilly and Octavia Spencer also star.Fruitvale Station debuted under its original title Fruitvale at the 2013 Sundance Film Festival, where it won the Grand Jury Prize and the Audience Award for U.S. dramatic film. It was screened in the Un Certain Regard section at the 2013 Cannes Film Festival where it won the award for Best First Film. The film was released in theaters July 12, 2013. (Wikipedia)</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5eed71455199930bdd914ed6_FruitvaleStation.jpg,Watch,https://www.youtube.com/watch?v=obaQS9K94iM
Dear White People (Justin Simien),dear-white-people-justin-simien,5eed60bdad8dd5387181c3ad,5eed6168917d758bde5c12af,Sat Jun 20 2020 01:07:52 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 04:35:01 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 05:03:10 GMT+0000 (Coordinated Universal Time),Show,Netflix,The lives of four black students at an Ivy League college.,"<p>Winner of the 2014 Sundance Film Festival's Special Jury Award for Breakthrough Talent, Dear White People is a sly, provocative satire of race relations in the age of Obama. Writer/director Justin Simien follows a group of African American students as they navigate campus life and racial politics at a predominantly white college in a sharp and funny feature film debut that earned him a spot on Variety's annual ""10 Directors to Watch."" (Rotten Tomatoes)</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5eed71344693157d5edfd502_dearwhitepeople.jpg,Watch,https://www.netflix.com/title/80095698
Clemency (Chinonye Chukwu),clemency-chinonye-chukwu,5eed60bdad8dd5387181c3ad,5eed616860f0691bf12b34fd,Sat Jun 20 2020 01:07:52 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 04:34:26 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 05:03:10 GMT+0000 (Coordinated Universal Time),Movie,Available to rent,"As she prepares to execute another inmate, prison warden Bernadine must confront the psychological and emotional demons her job creates, ultimately connecting her to the man she is sanctioned to kill.","<p>The death row drama, starring Alfre Woodard as a prison warden coming to terms with the demands of her profession and Aldis Hodge as one of her inmates bound for execution, ably examines every facet of such relationships, unearthing both a finely-tuned pair of character studies and a wider look at the flaws of the penal system in the process. (indiewire.com)</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5eed7121fb8f077946f158ca_Clemency.jpg,Watch,https://www.youtube.com/watch?v=iACJqdGJE9c
Black Power Mixtape: 1967-1975,black-power-mixtape-1967-1975,5eed60bdad8dd5387181c3ad,5eed6167b6da214db725e8c2,Sat Jun 20 2020 01:07:51 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 04:33:56 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 05:03:10 GMT+0000 (Coordinated Universal Time),Movie,Available to rent,"The Black Power Mixtape 1967-1975 looks at the people, society, culture, and style that fuelled an era of convulsive change.","<p>With contemporary audio interviews from leading African American artists, activists, musicians and scholars, The Black Power Mixtape 1967-1975 looks at the people, society, culture, and style that fuelled an era of convulsive change. Utilizing an innovative format that riffs on the popular 1970s mixtape format, Mixtape is a cinematic and musical journey into the black communities of America.At the end of the '60s and into the early '70s, Swedish interest in the U.S. civil rights movement and the U.S. anti-war movement peaked. With a combination of commitment and naiveté, Swedish filmmakers traveled across the Atlantic to explore the Black Power movement, which was being alternately ignored or portrayed in the U.S. media as a violent, nascent terrorist movement.Despite the obstacles they encountered, both from the conservative white American power establishment and from radicalized movement members themselves, the Swedish filmmakers stayed committed to their investigation, and ultimately formed bonds with key figures in the movement. (pbs.org)</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5eed711203e9b17ad9f361ee_black_power_mixtape.jpg,Watch,https://www.youtube.com/watch?v=FWb5HVAAQz0
American Son (Kenny Leon),american-son-kenny-leon,5eed60bdad8dd5387181c3ad,5eed6167f609431da696ec60,Sat Jun 20 2020 01:07:51 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 04:32:51 GMT+0000 (Coordinated Universal Time),Thu Jun 25 2020 05:03:10 GMT+0000 (Coordinated Universal Time),Movie,Netflix,An estranged couple reunite in a Florida police station to help find their missing teenage son.,"<p>American Son is an American drama film directed by Kenny Leon and starring Kerry Washington, Steven Pasquale, Jeremy Jordan and Eugene Lee. The film is based on the Broadway play of the same name. Its writer, Christopher Demos-Brown, also wrote the screenplay. It premiered at the Toronto International Film Festival on September 12, 2019, and was released on Netflix on November 1, 2019. (Wikipedia)</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5eed70fe79b530701b38fcf4_AmericanSon.jpg,Watch,https://www.netflix.com/watch/81024100?source=35
